SubmissionDate,start,note_welcome,intdate,m_eligible,consent_statement,m_consent,note_conditionCheck,who_present,context,private,wazungu,intro_peers,age_elder1,edu_elder1,age_elder2,edu_elder2,age_elder3,edu_elder3,intro_prompt,scale_use,practice_q1,practice_q2,note_practice,emp1,emp2,emp3,emp4,emp5,emp6,emp7,emp8,emp9,emp10,emp11,emp12,emp13,emp14,emp15,emp16,emp17,emp18,emp19,emp20,note_finish_emps,honest1,honest2,honest3,honest4,m_age,m_edu,m_work,m_workother,numwife,m_prevwife,m_numkids,debrief_statement,note5,m_comment,m_comment2,note6,instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits,FormVersion
2023-08-23T14:45:35.376Z,2023-08-23T13:28:51.974+03:00,,23/08/2023,1,OK,1,,2,1,1,0,,60,7,69,9,62,7,,,1,5,,2,5,1,2,1,4,4,5,4,2,4,2,2,4,2,1,2,2,5,4,,1,2,1,3,25,7,2,,0,0,0,,,No comments,The interview was good,,uuid:3ab7f899-4292-4865-8991-af8719bbff27,uuid:3ab7f899-4292-4865-8991-af8719bbff27,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-23T14:45:34.258Z,2023-08-23T13:08:11.569+03:00,,23/08/2023,1,OK,1,,2,1,1,0,,60,7,69,9,62,7,,,1,5,,2,4,4,2,1,2,5,1,4,1,4,4,2,5,2,5,2,4,4,2,,1,2,2,3,20,7,4 1,,0,0,0,,,No comments,Good interview,,uuid:bcd47c1f-6f18-4232-a813-c73e815432a1,uuid:bcd47c1f-6f18-4232-a813-c73e815432a1,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-23T14:45:32.753Z,2023-08-23T12:43:40.829+03:00,,23/08/2023,1,OK,1,,2,1,1,0,,60,7,69,9,62,7,,,1,5,,2,4,4,2,2,2,4,2,1,4,4,1,2,2,5,2,2,2,4,2,,1,2,1,2,29,7,4,,1,1,1,,,No comments,Good interview,,uuid:a714687c-9a55-4cbd-a666-8b8160646ca4,uuid:a714687c-9a55-4cbd-a666-8b8160646ca4,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-23T14:45:31.676Z,2023-08-23T12:13:38.484+03:00,,23/08/2023,1,OK,1,,2,1,1,0,,60,7,69,9,62,7,,,1,5,,1,4,4,1,1,3,3,5,4,5,1,2,3,3,4,2,5,2,2,4,,1,1,1,2,21,7,7 4 11,,0,0,0,,,No comments,Good interview,,uuid:e6fa781c-67a9-4ec5-9252-cbcff1acaca0,uuid:e6fa781c-67a9-4ec5-9252-cbcff1acaca0,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-23T14:45:30.695Z,2023-08-23T11:54:40.268+03:00,,23/08/2023,1,OK,1,,2,1,1,0,,60,7,69,9,62,7,,,1,5,,2,4,2,2,2,4,4,4,2,4,2,2,4,4,1,1,4,5,4,4,,1,2,1,1,29,7,7 1,,1,0,2,,,No comments,Good interview,,uuid:c8e7c51d-aa99-4db4-8a8c-bd8af36500f3,uuid:c8e7c51d-aa99-4db4-8a8c-bd8af36500f3,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-23T14:45:29.704Z,2023-08-23T11:07:33.387+03:00,,23/08/2023,1,OK,1,,2,1,1,0,,60,7,69,9,62,7,,,1,5,,1,5,4,4,2,5,5,4,1,2,4,4,2,1,4,4,5,5,1,2,,1,2,1,2,19,0,11 2,,0,0,0,,,No comments,Good interview,,uuid:5f7a6d24-dc59-4cd4-856a-87715791893c,uuid:5f7a6d24-dc59-4cd4-856a-87715791893c,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-23T14:45:28.257Z,2023-08-23T10:48:20.751+03:00,,23/08/2023,1,OK,1,,2,1,1,0,,60,7,69,9,62,7,,,1,5,,2,4,4,4,2,2,4,5,4,2,4,2,2,2,4,2,4,4,4,4,,1,2,2,3,19,7,2 1,,0,0,0,,,No comments,Good interview,,uuid:2c40bc54-c973-4952-99e7-80603e3406d9,uuid:2c40bc54-c973-4952-99e7-80603e3406d9,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-23T14:45:27.088Z,2023-08-23T10:19:29.918+03:00,,23/08/2023,1,OK,1,,2,1,1,0,,60,7,69,9,62,7,,,1,5,,1,5,4,4,2,2,5,5,2,2,5,2,2,1,4,4,4,2,4,2,,1,2,1,3,19,7,2,,0,0,0,,,No comments,Good interview,,uuid:adde3d29-a6e2-44e2-9c54-bcaeca26a6e0,uuid:adde3d29-a6e2-44e2-9c54-bcaeca26a6e0,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-23T14:45:26.049Z,2023-08-23T09:58:03.273+03:00,,23/08/2023,1,OK,1,,2,1,1,0,,60,7,69,9,62,7,,,1,5,,2,4,2,1,1,5,5,5,4,5,5,3,5,4,2,1,3,1,4,5,,1,2,1,3,24,7,7 2,,0,0,0,,,No comments,The interview. was good,,uuid:ae5c852e-2ead-49e7-9095-ac5b72178aa7,uuid:ae5c852e-2ead-49e7-9095-ac5b72178aa7,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-23T14:45:24.616Z,2023-08-23T09:38:34.413+03:00,,23/08/2023,1,OK,1,,1,1,0,0,,60,7,69,9,62,7,,,1,5,,1,5,1,2,1,2,1,4,2,5,5,5,1,5,5,1,5,1,2,1,,1,2,1,2,30,7,7 1,,0,1,2,,,No comments,The interview was good,,uuid:9f2e8bc6-53e5-4de3-916f-5cc672fed056,uuid:9f2e8bc6-53e5-4de3-916f-5cc672fed056,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-22T13:13:23.375Z,2023-08-22T13:58:29.740+03:00,,22/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,2,5,2,2,2,2,4,4,2,4,2,2,4,4,2,1,2,2,2,4,,1,2,1,3,27,8,7 11,,0,1,1,,,No comments,Good interview,,uuid:f06aa31f-550f-4a2c-b3e0-4531bbc40d2f,uuid:f06aa31f-550f-4a2c-b3e0-4531bbc40d2f,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-22T13:13:22.066Z,2023-08-22T13:28:53.995+03:00,,22/08/2023,1,OK,1,,1,1,1,0,,69,9,62,7,62,7,,,1,5,,2,4,4,4,4,4,4,4,2,2,3,2,4,4,4,4,4,4,4,2,,1,2,1,3,28,11,4,,1,0,1,,,No comments,Good interview,,uuid:d45ad87a-07af-4e0e-b5b5-fcbc9111d815,uuid:d45ad87a-07af-4e0e-b5b5-fcbc9111d815,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-22T13:13:20.911Z,2023-08-22T13:01:47.372+03:00,,22/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,2,4,2,2,2,2,4,5,2,4,2,2,4,1,2,1,2,2,2,4,,1,2,1,3,27,9,6 4,,0,0,0,,,No comments,Good interview,,uuid:12bf171b-a507-4f69-9dd4-0d6cf50f86c0,uuid:12bf171b-a507-4f69-9dd4-0d6cf50f86c0,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-22T13:13:19.664Z,2023-08-22T12:27:33.976+03:00,,22/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,1,5,1,2,1,5,5,5,2,1,2,4,4,4,2,2,2,4,4,5,,1,2,1,3,24,13,4 6 11,,1,0,2,,,No comments,The interview went well.,,uuid:c276b41d-15bd-432b-961b-e3cb9f342c2f,uuid:c276b41d-15bd-432b-961b-e3cb9f342c2f,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-22T13:13:18.575Z,2023-08-22T12:06:40.854+03:00,,22/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,4,4,2,2,1,4,4,4,4,5,4,4,5,4,1,1,2,2,4,5,,1,2,1,3,23,11,4 11,,0,0,0,,,No comments,The interview was good,,uuid:8ea9ad69-d0e7-4575-a98d-165414d13116,uuid:8ea9ad69-d0e7-4575-a98d-165414d13116,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-22T13:13:17.154Z,2023-08-22T11:36:33.924+03:00,,22/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,3,4,1,1,1,4,4,5,3,4,3,3,5,4,1,1,3,2,2,4,,1,2,1,3,24,11,2 1,,0,1,0,,,No comments,Good interview,,uuid:c9d4a794-4b6b-4eb7-b84a-89b2ce904bf2,uuid:c9d4a794-4b6b-4eb7-b84a-89b2ce904bf2,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-22T13:13:16.067Z,2023-08-22T11:11:36.167+03:00,,22/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,2,5,2,2,1,5,5,3,4,5,2,3,4,4,3,2,4,3,3,4,,1,2,1,3,29,15,4,,0,0,0,,,No comments,Good interview,,uuid:0717d9df-a382-4bbd-93c2-5143c3e11042,uuid:0717d9df-a382-4bbd-93c2-5143c3e11042,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-22T13:13:14.952Z,2023-08-22T10:54:31.186+03:00,,22/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,2,4,1,2,2,4,4,4,4,5,2,2,4,4,4,2,4,2,2,4,,1,2,1,3,23,11,4,,0,0,0,,,No comments,Good interview,,uuid:44e5b173-7b25-4a7e-acf9-50393db0a0a6,uuid:44e5b173-7b25-4a7e-acf9-50393db0a0a6,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-22T13:13:13.540Z,2023-08-22T10:31:47.963+03:00,,22/08/2023,1,OK,1,,1,1,1,0,,69,9,62,7,62,7,,,1,5,,2,4,1,1,1,5,5,4,4,5,1,2,4,5,2,1,2,1,2,4,,1,2,1,3,23,14,4,,0,0,0,,,No comments,The interview was good,,uuid:deacd8b4-41e1-416a-92d2-f2235cbda359,uuid:deacd8b4-41e1-416a-92d2-f2235cbda359,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-22T13:13:12.323Z,2023-08-22T09:58:32.040+03:00,,22/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,2,4,2,2,2,4,4,5,2,2,4,2,4,4,2,2,4,1,4,4,,1,2,1,1,24,11,4,,0,0,0,,,No comments,The interview was good,,uuid:8f4d22d2-94fd-4758-a89f-f3941176ac23,uuid:8f4d22d2-94fd-4758-a89f-f3941176ac23,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-22T13:13:10.411Z,2023-08-22T09:39:31.998+03:00,,22/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,2,5,2,2,1,5,4,5,3,3,2,2,4,1,1,2,4,2,2,4,,1,2,1,2,29,12,4,,0,1,0,,,What is the objective of these questions,Good interview,,uuid:ad8e3de7-0bf7-4b07-bf3c-aae4d4a460f0,uuid:ad8e3de7-0bf7-4b07-bf3c-aae4d4a460f0,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-21T13:04:20.863Z,2023-08-21T14:24:21.996+03:00,,21/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,3,4,1,1,1,5,5,5,3,4,1,3,4,4,1,1,1,1,1,3,,1,2,1,3,28,9,4 1 11,,1,0,0,,,No comments,Good interview,,uuid:ca15868a-6e7c-4789-a60f-c68cbd100768,uuid:ca15868a-6e7c-4789-a60f-c68cbd100768,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-21T13:04:17.844Z,2023-08-21T13:40:24.929+03:00,,21/08/2023,1,OK,1,,1,1,1,0,,69,9,62,7,62,7,,,1,5,,1,5,2,2,1,4,5,4,3,5,3,2,3,3,2,2,3,4,2,3,,1,2,1,3,23,14,1 2 11,,0,0,0,,,No comments,Good interview,,uuid:724b7cb0-3df3-4b50-9841-873c7a654dfb,uuid:724b7cb0-3df3-4b50-9841-873c7a654dfb,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-21T13:04:15.015Z,2023-08-21T13:19:46.992+03:00,,21/08/2023,1,OK,1,,1,1,1,0,,69,9,62,7,62,7,,,1,5,,2,4,1,1,1,5,5,5,5,5,1,1,5,5,1,1,4,1,4,5,,1,2,1,3,29,11,2 1,,0,0,1,,,No comments,Good interview,,uuid:2084cfa5-f4dc-4fda-9659-83bfe115db6b,uuid:2084cfa5-f4dc-4fda-9659-83bfe115db6b,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-21T13:04:13.093Z,2023-08-21T12:35:15.391+03:00,,21/08/2023,1,OK,1,,1,1,1,0,,69,9,62,7,62,7,,,1,5,,1,5,1,1,1,4,4,5,3,2,3,2,4,3,3,3,3,4,4,4,,1,2,1,3,27,11,7 2 1,,1,0,1,,,No comments,The interview was good,,uuid:39978080-2fc8-443c-b62c-344865eee175,uuid:39978080-2fc8-443c-b62c-344865eee175,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-21T13:04:11.320Z,2023-08-21T12:04:11.909+03:00,,21/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,4,4,1,1,1,4,4,5,4,4,2,4,4,1,5,2,1,1,2,4,,1,2,1,1,29,11,2 1,,1,0,2,,,No comments,The interview was good,,uuid:90fd7b78-bbe8-4ab3-928f-6e5492b048c3,uuid:90fd7b78-bbe8-4ab3-928f-6e5492b048c3,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-21T13:04:09.185Z,2023-08-21T11:28:04.967+03:00,,21/08/2023,1,OK,1,,1,1,1,0,,69,9,62,7,62,7,,,1,5,,4,5,2,2,1,2,4,5,4,4,2,4,4,5,2,2,2,2,2,4,,1,2,1,3,29,15,2,,0,0,0,,,No comments,The interview was good,,uuid:5b62d233-9417-4dd6-97e7-22a93b99c955,uuid:5b62d233-9417-4dd6-97e7-22a93b99c955,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-21T13:04:06.564Z,2023-08-21T11:04:33.976+03:00,,21/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,2,4,1,1,1,4,5,4,2,4,2,2,4,4,1,2,4,2,2,4,,1,2,1,1,23,11,2,,0,0,0,,,No comments,The interview was good,,uuid:8559e682-8a14-477a-9d6f-3a04c4cb0e1d,uuid:8559e682-8a14-477a-9d6f-3a04c4cb0e1d,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-21T13:04:04.276Z,2023-08-21T10:33:23.392+03:00,,21/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,2,3,3,2,1,3,4,3,1,5,2,3,3,5,2,4,2,2,3,5,,1,2,1,1,23,7,2,,0,0,0,,,No comments,The interview was good,,uuid:94712fd9-a3a5-4fd2-91d4-8b530fa2aef4,uuid:94712fd9-a3a5-4fd2-91d4-8b530fa2aef4,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-21T13:04:02.062Z,2023-08-21T10:07:51.165+03:00,,21/08/2023,1,OK,1,,1,1,1,0,,69,9,62,7,62,7,,,1,5,,2,5,4,2,2,4,4,5,2,4,2,2,4,2,2,2,4,2,5,4,,1,2,1,2,25,12,4 7,,0,0,1,,,No comments,The interview was good,,uuid:44638dab-0a2a-4ac3-a956-45155572297b,uuid:44638dab-0a2a-4ac3-a956-45155572297b,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-21T13:03:57.564Z,2023-08-21T09:40:01.836+03:00,,21/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,2,4,2,2,2,2,4,2,1,5,2,2,4,5,2,2,5,2,2,4,,1,2,2,3,30,11,2 11,,1,0,4,,,No comments,The interview was good,,uuid:aa07fa5d-c6c5-4a8a-8f33-5f37e8ec0430,uuid:aa07fa5d-c6c5-4a8a-8f33-5f37e8ec0430,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-18T16:16:41.555Z,2023-08-18T13:37:29.541+03:00,,18/08/2023,1,OK,1,,1,1,1,0,,62,7,62,7,69,9,,,1,5,,3,3,2,2,1,3,5,5,3,4,4,2,3,4,2,2,2,2,3,4,,1,2,1,1,19,11,2,,0,0,0,,,No comments,Good interview,,uuid:473f3ed2-d8f0-4d4c-8a6f-9b41fdaaaae7,uuid:473f3ed2-d8f0-4d4c-8a6f-9b41fdaaaae7,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-18T16:16:39.506Z,2023-08-18T13:12:11.275+03:00,,18/08/2023,1,OK,1,,1,1,1,0,,69,9,62,7,62,7,,,1,5,,2,3,3,3,2,2,4,4,3,3,1,2,3,2,1,2,3,1,5,2,,1,2,1,3,20,2,2 1,,0,0,0,,,No comments,The interview was good,,uuid:f5e578d7-737e-42d3-b864-a083a9dcb04d,uuid:f5e578d7-737e-42d3-b864-a083a9dcb04d,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-18T16:16:35.762Z,2023-08-18T12:52:18.946+03:00,,18/08/2023,1,OK,1,,1,1,1,0,,69,9,62,7,62,7,,,1,5,,3,5,2,2,2,3,4,5,3,3,2,2,3,5,3,2,2,1,2,5,,1,2,1,1,26,11,4,,0,0,1,,,No comments,Good interview,,uuid:b287b412-e15f-4913-b67b-a014a0d54b5c,uuid:b287b412-e15f-4913-b67b-a014a0d54b5c,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-18T16:16:32.726Z,2023-08-18T12:28:28.119+03:00,,18/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,2,5,2,3,1,5,5,4,4,4,3,2,4,4,2,2,3,3,5,3,,1,2,1,2,23,15,4,,0,0,0,,,No comments,Good interview,,uuid:49d2ff5d-9b6e-4a60-b23c-2f7e7d8a9d02,uuid:49d2ff5d-9b6e-4a60-b23c-2f7e7d8a9d02,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-18T16:16:29.848Z,2023-08-18T11:55:18.161+03:00,,18/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,2,4,5,2,5,4,5,5,4,1,2,2,5,1,2,5,2,4,2,5,,1,2,1,2,30,11,4 2 11 1,,0,0,0,,,No comments,Good interview,,uuid:7d0eed36-fe69-49da-869a-e6cfacbdec48,uuid:7d0eed36-fe69-49da-869a-e6cfacbdec48,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-18T16:16:27.668Z,2023-08-18T11:21:00.481+03:00,,18/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,1,5,1,1,1,5,5,5,5,3,1,3,3,5,1,1,4,1,2,2,,1,2,2,3,23,11,8,,0,0,0,,,No comments,Good interview,,uuid:dfb30130-ea11-4be5-8699-1280611be80c,uuid:dfb30130-ea11-4be5-8699-1280611be80c,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-18T16:16:25.593Z,2023-08-18T10:52:16.016+03:00,,18/08/2023,1,OK,1,,2,1,1,0,,62,7,62,7,69,9,,,1,5,,2,4,2,2,1,2,5,4,2,1,4,4,2,1,5,4,4,4,4,2,,1,2,1,2,19,8,2 1 11,,0,0,0,,,No comments,The interview was good,,uuid:ea43662d-3ea8-488b-bc5f-0e045b650ec2,uuid:ea43662d-3ea8-488b-bc5f-0e045b650ec2,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-18T16:16:23.572Z,2023-08-18T10:27:48.655+03:00,,18/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,1,4,2,2,1,3,4,5,2,3,2,3,3,2,3,5,3,2,4,3,,1,2,1,1,24,11,2,,1,0,1,,,What is the objective of this study?,Good interview,,uuid:97c3f95b-e877-4591-8fb8-0a311f5a6278,uuid:97c3f95b-e877-4591-8fb8-0a311f5a6278,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-18T16:16:21.354Z,2023-08-18T10:03:14.633+03:00,,18/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,4,5,1,1,1,2,5,5,5,5,2,4,4,5,1,1,1,2,2,1,,1,2,2,3,19,11,2,,0,0,0,,,No comments,The interview was good,,uuid:cffb7a91-169d-464b-8e66-ebe76a9c40d0,uuid:cffb7a91-169d-464b-8e66-ebe76a9c40d0,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-18T16:16:18.448Z,2023-08-18T09:40:18.973+03:00,,18/08/2023,1,OK,1,,1,1,1,0,,69,9,62,7,62,7,,,1,5,,2,4,1,1,2,4,4,5,2,4,4,2,4,5,1,2,2,2,4,4,,1,2,1,1,21,10,2,,0,0,0,,,No comments,The interview was good,,uuid:3deeef4b-ed13-4d9d-94ac-09f776333b45,uuid:3deeef4b-ed13-4d9d-94ac-09f776333b45,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-17T16:44:11.732Z,2023-08-17T14:02:55.066+03:00,,17/08/2023,1,OK,1,,1,1,1,0,,69,9,62,7,62,7,,,1,5,,5,5,1,1,1,3,5,5,3,3,1,3,3,3,1,5,3,1,3,3,,1,2,2,3,30,12,2 7 1,,1,0,,,,No comments,Good interview,,uuid:c1a1064b-af1d-4dc1-97d6-d227133a4806,uuid:c1a1064b-af1d-4dc1-97d6-d227133a4806,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-17T16:44:10.599Z,2023-08-17T13:40:57.768+03:00,,17/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,1,4,1,2,1,3,5,4,5,4,2,2,2,1,2,1,3,2,4,1,,1,2,1,1,24,8,6 1,,0,0,0,,,No comments,Good interview,,uuid:c8fbf970-ec41-4a16-bf72-cbc214cd55a0,uuid:c8fbf970-ec41-4a16-bf72-cbc214cd55a0,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-17T16:44:09.074Z,2023-08-17T12:50:22.375+03:00,,17/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,2,4,2,2,1,5,5,4,4,5,2,4,5,5,4,4,2,2,4,5,,1,2,1,3,24,11,4 1,,0,1,1,,,No comments,Nice interview,,uuid:a9ac8849-c14a-4b20-877c-9dc55f831ba5,uuid:a9ac8849-c14a-4b20-877c-9dc55f831ba5,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-17T16:44:07.204Z,2023-08-17T12:14:02.589+03:00,,17/08/2023,1,OK,1,,1,1,1,0,,69,9,62,7,62,7,,,1,5,,2,4,4,5,4,4,4,5,1,3,4,2,3,2,4,3,3,2,3,2,,1,2,1,2,27,7,2 6,,1,0,1,,,No comments,The interview was good,,uuid:1f4fb165-4527-4a39-9ce4-92af1daf7f48,uuid:1f4fb165-4527-4a39-9ce4-92af1daf7f48,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-17T16:44:06.013Z,2023-08-17T11:54:20.703+03:00,,17/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,2,5,2,4,2,2,4,5,2,5,4,2,2,4,2,1,5,4,5,4,,1,2,1,2,23,11,4,,0,1,1,,,What is the aim of this study?,Good interview,,uuid:fa043ced-eeb8-4dae-b260-311154524e68,uuid:fa043ced-eeb8-4dae-b260-311154524e68,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-17T16:44:04.723Z,2023-08-17T11:31:29.982+03:00,,17/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,1,4,3,2,2,2,3,4,1,3,4,2,3,2,2,2,2,2,4,1,,1,2,1,2,24,7,6 2,,0,1,1,,,No comments,The interview was good,,uuid:6a32a153-e77c-4978-8053-6b0f56b786f7,uuid:6a32a153-e77c-4978-8053-6b0f56b786f7,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-17T16:44:02.953Z,2023-08-17T11:11:12.549+03:00,,17/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,2,5,4,5,4,4,4,4,1,1,4,2,1,1,2,1,2,1,5,1,,1,2,1,2,28,1,2,,0,1,1,,,No comments,Good interview,,uuid:b0f5862f-12b1-41db-b129-c7f20ca91677,uuid:b0f5862f-12b1-41db-b129-c7f20ca91677,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
2023-08-17T16:44:01.446Z,2023-08-17T10:21:48.368+03:00,,17/08/2023,1,OK,1,,2,1,1,0,,69,9,62,7,62,7,,,1,5,,1,5,3,5,1,2,4,5,2,2,2,3,3,3,3,2,3,2,4,4,,1,2,2,3,27,7,7 4,,1,0,1,,,No comments,The interview was good,,uuid:e364b62e-8c01-4cd5-a0bc-79b104a66bc6,uuid:e364b62e-8c01-4cd5-a0bc-79b104a66bc6,20,Tablet 6,2,2,,,collect:Lsu8zEYYRIP2bFTI,0,205[encrypted:AYmtIRGU]
