SubmissionDate,start,note_welcome,intdate,m_eligible,consent_statement,m_consent,note_conditionCheck,who_present,context,private,wazungu,intro_peers,age_cityman1,edu_cityman1,age_cityman2,edu_cityman2,age_cityman3,edu_cityman3,intro_prompt,scale_use,practice_q1,practice_q2,note_practice,emp1,emp2,emp3,emp4,emp5,emp6,emp7,emp8,emp9,emp10,emp11,emp12,emp13,emp14,emp15,emp16,emp17,emp18,emp19,emp20,note_finish_emps,honest1,honest2,honest3,honest4,m_age,m_edu,m_work,m_workother,numwife,m_prevwife,m_numkids,debrief_statement,note5,m_comment,m_comment2,note6,instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits,FormVersion
2023-08-15T13:27:16.302Z,2023-08-15T11:10:44.406+03:00,,15/08/2023,1,,1,,1,4,1,0,,24,15,40,15,37,15,,,1,5,,2,5,3,3,2,4,4,4,4,5,1,2,4,4,4,4,5,4,4,5,,1,2,1,3,18,11,2,,0,0,0,,,No comment ,NIL ,,uuid:52b62e1d-58e9-471b-b7a3-96cbfa52184e,uuid:52b62e1d-58e9-471b-b7a3-96cbfa52184e,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-15T13:27:13.847Z,2023-08-15T10:53:55.872+03:00,,15/08/2023,1,OK,1,,1,4,1,0,,40,15,38,15,37,15,,,1,5,,2,4,2,2,2,3,4,4,3,4,2,2,3,4,2,2,3,2,3,4,,1,2,1,1,19,9,4,,0,0,0,,,No comments ,No comments ,,uuid:856f5484-1c62-4de2-a6c2-72d4a3addb62,uuid:856f5484-1c62-4de2-a6c2-72d4a3addb62,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-15T13:27:12.682Z,2023-08-15T10:37:25.079+03:00,,15/08/2023,1,,1,,1,4,1,0,,40,15,38,15,37,15,,,1,5,,5,5,1,1,1,5,5,5,5,5,1,4,5,4,1,1,1,1,5,5,,1,2,2,2,26,6,2,,0,0,0,,,No comments ,No comments ,,uuid:c128dc48-ed7c-4f4d-8d07-191adcc5b5ab,uuid:c128dc48-ed7c-4f4d-8d07-191adcc5b5ab,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-15T13:27:11.681Z,2023-08-15T10:27:29.350+03:00,,15/08/2023,1,OK,1,,1,1,1,0,,24,15,37,15,38,15,,,1,5,,1,1,1,1,1,5,1,5,1,5,4,5,4,4,1,2,5,1,2,4,,1,2,1,1,19,11,98,Fundi ujenzi ,0,0,0,,,No,No,,uuid:cb16964d-5d4e-432c-a44a-ebfe7441c359,uuid:cb16964d-5d4e-432c-a44a-ebfe7441c359,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-15T13:27:09.836Z,2023-08-15T10:20:43.742+03:00,,15/08/2023,1,OK,1,,1,1,1,0,,40,15,38,15,37,15,,,1,5,,2,2,4,4,2,5,5,5,1,4,2,2,4,4,2,1,5,2,3,2,,1,2,2,3,26,7,8 98,Usanii,0,0,0,,,No comments ,No comments ,,uuid:4af43cd4-3f00-4e95-8c4f-c9082b7af90d,uuid:4af43cd4-3f00-4e95-8c4f-c9082b7af90d,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-15T13:27:07.894Z,2023-08-15T10:10:48.103+03:00,,15/08/2023,1,OK,1,,2,2,1,0,,40,15,38,15,37,15,,,1,5,,4,4,1,1,1,5,4,4,4,4,2,2,4,4,2,2,3,2,2,4,,1,2,2,2,30,15,2,,1,0,3,,,No comments ,No comments ,,uuid:2a32edd7-f14a-4438-9aa5-c1d7fb67ca15,uuid:2a32edd7-f14a-4438-9aa5-c1d7fb67ca15,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-14T16:52:40.694Z,2023-08-14T13:49:04.395+03:00,,14/08/2023,1,OK,1,,2,1,1,0,,40,15,38,15,37,15,,,1,5,,2,5,5,2,5,2,2,5,1,5,5,1,1,2,2,4,1,1,3,2,,1,3,1,2,25,11,7,,0,0,0,,,No comments ,No comments ,,uuid:8960f08a-0561-49dc-991c-7852e8d361a9,uuid:8960f08a-0561-49dc-991c-7852e8d361a9,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-14T16:52:39.691Z,2023-08-14T13:23:10.677+03:00,,14/08/2023,1,OK,1,,2,4,1,0,,40,15,38,15,37,15,,,1,5,,4,4,5,1,5,1,1,1,1,2,1,1,1,3,1,5,5,1,2,5,,1,2,3,2,19,7,0,,0,0,0,,,No comments ,No comments ,,uuid:6fbab7e4-f190-43d7-8e88-4c9f15f218ac,uuid:6fbab7e4-f190-43d7-8e88-4c9f15f218ac,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-14T16:52:38.462Z,2023-08-14T13:07:03.426+03:00,,14/08/2023,1,OK,1,,1,4,1,0,,40,15,38,15,37,15,,,1,5,,2,4,2,2,2,3,4,3,3,4,3,3,3,4,2,2,4,2,3,4,,1,2,1,3,30,7,7 2,,1,1,2,,,No comments ,No comments ,,uuid:a7c32916-115e-412c-a143-45b5007f2fd4,uuid:a7c32916-115e-412c-a143-45b5007f2fd4,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-14T16:52:37.454Z,2023-08-14T12:56:54.143+03:00,,14/08/2023,1,OK,1,,2,3,1,0,,40,15,37,15,38,15,,,1,5,,2,4,2,1,1,4,5,2,1,3,2,2,2,4,2,4,4,2,2,4,,1,2,3,3,20,11,0,,0,0,0,,,No comments ,No comments ,,uuid:23cf8fce-e007-4f83-8b73-d993596f7de8,uuid:23cf8fce-e007-4f83-8b73-d993596f7de8,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-14T16:52:36.463Z,2023-08-14T11:22:47.145+03:00,,14/08/2023,1,,1,,2,2,1,0,,24,15,40,15,37,15,,,1,5,,4,5,2,2,2,4,4,4,2,4,2,2,4,4,4,2,5,2,2,4,,1,2,1,3,23,11,7,,0,0,1,,,No comment ,NIL ,,uuid:d3ed5ba3-993b-4d5f-b47f-483b8c9e5946,uuid:d3ed5ba3-993b-4d5f-b47f-483b8c9e5946,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-14T16:52:35.420Z,2023-08-14T11:01:07.736+03:00,,14/08/2023,1,,1,,1,3,1,0,,40,15,38,15,24,15,,,1,5,,1,5,1,2,2,2,3,4,4,2,4,2,4,4,1,2,2,2,2,4,,1,2,1,3,24,8,7,,1,0,0,,,No comment ,NIL ,,uuid:f7bd568b-d427-46df-b7a7-cef1780b43de,uuid:f7bd568b-d427-46df-b7a7-cef1780b43de,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-14T16:52:34.462Z,2023-08-14T10:47:39.329+03:00,,14/08/2023,1,,1,,1,4,1,0,,24,15,40,15,37,15,,,1,5,,1,5,2,2,1,5,4,5,4,4,3,4,4,4,1,4,2,5,2,4,,1,2,1,1,23,10,3 4,,0,0,0,,,No comment ,NIL ,,uuid:3ba74ab6-4af1-4264-af45-c72e6ede7add,uuid:3ba74ab6-4af1-4264-af45-c72e6ede7add,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-14T16:52:33.437Z,2023-08-14T10:32:08.232+03:00,,14/08/2023,1,OK,1,,2,3,1,0,,38,15,37,15,40,15,,,1,5,,2,1,4,2,1,1,2,2,1,4,3,2,4,4,2,1,4,2,2,4,,1,2,1,1,21,11,0,,0,0,0,,,No comments ,No comments ,,uuid:06396939-b4c6-428b-a5d7-719f9034d794,uuid:06396939-b4c6-428b-a5d7-719f9034d794,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-14T16:52:31.983Z,2023-08-14T10:16:37.059+03:00,,14/08/2023,1,OK,1,,1,1,1,0,,24,15,37,15,38,15,,,1,5,,2,4,1,1,2,4,4,4,2,3,1,2,2,4,1,1,5,2,2,4,,1,2,2,1,21,7,7 98,Bodaboda,0,0,0,,,No,No,,uuid:97115c7a-16d4-4103-a3c2-51add3ab1eff,uuid:97115c7a-16d4-4103-a3c2-51add3ab1eff,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-14T16:52:30.408Z,2023-08-14T10:07:39.433+03:00,,14/08/2023,1,OK,1,,1,4,1,0,,37,15,38,15,40,15,,,1,5,,1,5,3,2,2,2,4,3,2,2,2,2,3,2,2,4,2,5,4,5,,1,2,1,3,25,7,7 11 1,,1,1,0,,,No comments ,No comments ,,uuid:0f153ec5-9dc1-40b9-8180-dbd8c6396336,uuid:0f153ec5-9dc1-40b9-8180-dbd8c6396336,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-12T13:33:30.347Z,2023-08-11T14:14:56.547+03:00,,11/08/2023,1,OK,1,,1,4,1,0,,37,15,24,15,38,15,,,1,1,,1,3,4,2,1,5,5,4,3,5,3,2,2,5,1,5,5,1,1,1,,1,2,2,2,18,12,10,,0,0,0,,,No,No,,uuid:c97f70c3-3ab3-4b64-b610-729636124bf4,uuid:c97f70c3-3ab3-4b64-b610-729636124bf4,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-12T13:33:28.503Z,2023-08-11T12:47:32.097+03:00,,11/08/2023,1,,1,,2,2,1,0,,38,15,40,15,24,15,,,1,5,,4,5,1,1,1,2,4,4,4,4,2,2,4,5,2,2,2,1,4,4,,1,2,3,1,26,14,5,,0,0,1,,,No comment ,NIL ,,uuid:fce0881b-943f-4dec-9c9f-3c4ebdacd447,uuid:fce0881b-943f-4dec-9c9f-3c4ebdacd447,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-12T13:33:26.606Z,2023-08-11T12:36:46.231+03:00,,11/08/2023,1,,1,,2,2,1,0,,37,15,24,15,40,15,,,1,5,,1,4,1,2,2,2,3,4,4,4,3,2,2,4,1,2,4,1,4,4,,1,2,1,3,24,11,7 1,,0,0,0,,,No comment ,NIL ,,uuid:7591b553-082b-4ad2-8b0a-1330811bda93,uuid:7591b553-082b-4ad2-8b0a-1330811bda93,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-12T13:33:24.720Z,2023-08-11T12:29:43.796+03:00,,11/08/2023,1,OK,1,,2,3,1,0,,40,15,38,15,37,15,,,1,5,,3,3,1,1,1,5,5,5,5,5,3,1,5,5,1,3,5,3,2,5,,1,2,1,2,19,11,0,,0,0,0,,,No comments ,No comments ,,uuid:d73df1da-7fa4-420d-b943-05492ca95427,uuid:d73df1da-7fa4-420d-b943-05492ca95427,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-12T13:33:22.825Z,2023-08-11T10:58:35.877+03:00,,11/08/2023,1,,1,,1,1,1,0,,24,15,40,15,37,15,,,1,5,,1,5,5,5,1,4,4,5,4,4,4,2,3,5,4,4,5,2,2,3,,1,2,1,3,24,11,4,,0,0,0,,,No comment ,NIL ,,uuid:c679a517-6879-4a8c-a4c7-7be55c90c5f1,uuid:c679a517-6879-4a8c-a4c7-7be55c90c5f1,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-12T13:33:20.856Z,2023-08-11T10:42:24.999+03:00,,11/08/2023,1,,1,,1,2,1,0,,24,15,37,15,40,15,,,1,5,,1,3,3,3,5,5,4,4,5,5,3,3,2,5,2,3,5,5,4,5,,1,2,1,1,20,7,4 1,,0,0,0,,,No comment ,NIL ,,uuid:d095b462-2eb8-4006-bfd4-3cc8759929fe,uuid:d095b462-2eb8-4006-bfd4-3cc8759929fe,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-12T13:33:18.924Z,2023-08-11T10:27:22.932+03:00,,11/08/2023,1,OK,1,,1,4,1,0,,40,15,38,15,37,15,,,1,5,,3,5,5,2,2,4,5,5,2,4,5,2,4,2,2,5,4,4,4,4,,1,2,3,3,28,7,7,,1,0,2,,,No comments ,No comments ,,uuid:5f47c426-ead6-43bc-a3bd-89ad15ffadff,uuid:5f47c426-ead6-43bc-a3bd-89ad15ffadff,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-12T13:33:16.981Z,2023-08-11T10:19:43.578+03:00,,11/08/2023,1,OK,1,,2,2,1,0,,40,15,38,15,37,15,,,1,5,,1,5,1,1,1,4,4,4,1,4,4,2,4,4,1,2,2,2,4,4,,1,2,2,3,22,11,10,,0,0,0,,,No comments ,No comments ,,uuid:3410c33d-daa2-4461-aa1e-fc475f0e2545,uuid:3410c33d-daa2-4461-aa1e-fc475f0e2545,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-12T13:33:15.084Z,2023-08-11T10:08:22.040+03:00,,,1,OK,1,,1,1,1,0,,37,15,24,15,38,15,,,1,5,,4,2,1,1,1,4,5,5,5,4,3,5,3,5,1,2,1,1,3,4,,1,2,1,1,21,15,10,,0,0,0,,,No,No,,uuid:a754034f-1c19-4da1-ad5c-588497235a02,uuid:a754034f-1c19-4da1-ad5c-588497235a02,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-12T13:33:13.131Z,2023-08-11T09:56:00.982+03:00,,11/08/2023,1,OK,1,,1,4,1,0,,40,15,38,15,37,15,,,1,5,,2,4,4,5,4,4,5,3,2,4,5,3,4,4,5,2,5,2,5,5,,1,2,3,2,21,11,7,,0,0,0,,,No comments ,No comments ,,uuid:602a03aa-d945-4c10-9a3e-f234b2e0bd60,uuid:602a03aa-d945-4c10-9a3e-f234b2e0bd60,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-10T16:20:12.886Z,2023-08-10T13:41:41.856+03:00,,10/08/2023,1,OK,1,,2,2,1,0,,38,15,37,15,40,15,,,1,5,,4,4,2,1,1,4,5,4,2,4,3,2,5,4,4,2,5,4,1,4,,1,2,1,2,19,11,0,,0,0,0,,,No comments ,No comments ,,uuid:be0d19df-7663-4242-9619-0c9f125d9c60,uuid:be0d19df-7663-4242-9619-0c9f125d9c60,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-10T16:20:11.570Z,2023-08-10T12:57:18.578+03:00,,10/08/2023,1,OK,1,,2,1,1,0,,40,15,38,15,37,15,,,1,5,,2,4,4,2,2,2,4,5,4,4,2,2,4,5,1,2,2,2,4,4,,1,2,1,2,27,13,2,,0,0,0,,,No comments ,No comments ,,uuid:eba9d32f-e21c-4cd4-9990-17033f17435e,uuid:eba9d32f-e21c-4cd4-9990-17033f17435e,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-10T16:20:10.364Z,2023-08-10T12:34:04.353+03:00,,10/08/2023,1,OK,1,,2,1,1,0,,24,15,37,15,38,15,,,1,5,,2,5,4,1,1,1,5,4,2,3,1,3,5,4,2,2,3,3,4,2,,1,2,1,1,29,7,1,,0,1,4,,,No,No,,uuid:41997779-a799-40de-96ae-93fa535ef1e2,uuid:41997779-a799-40de-96ae-93fa535ef1e2,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-10T16:20:09.264Z,2023-08-10T12:25:24.605+03:00,,10/08/2023,1,OK,1,,2,3,1,1,,38,15,37,15,40,15,,,1,5,,3,4,4,3,2,4,4,4,4,4,2,2,3,4,2,1,4,4,2,4,,1,2,2,2,25,10,2,,1,0,2,,,No comments ,No comments ,,uuid:2a67cea0-df4a-4e02-b3e8-22872aed128c,uuid:2a67cea0-df4a-4e02-b3e8-22872aed128c,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-10T16:20:08.261Z,2023-08-10T11:36:41.824+03:00,,10/08/2023,1,,1,,1,2,1,0,,40,15,37,15,24,15,,,1,5,,2,5,4,2,4,2,3,4,4,4,3,2,2,4,2,2,2,4,4,3,,1,2,3,3,21,7,1 6 8,,0,1,1,,,No comment ,NIL ,,uuid:a645f08f-8d9b-4848-bb0f-448fc9519168,uuid:a645f08f-8d9b-4848-bb0f-448fc9519168,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-10T16:20:06.978Z,2023-08-10T11:11:09.723+03:00,,10/08/2023,1,,1,,2,2,1,0,,24,15,37,15,40,15,,,1,5,,4,5,4,1,1,4,5,4,4,5,4,4,4,4,2,2,4,2,3,4,,1,2,2,3,18,11,10,,0,0,0,,,No comment ,NIL ,,uuid:9b86e3aa-fa0d-408d-ab17-2572804b0319,uuid:9b86e3aa-fa0d-408d-ab17-2572804b0319,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-10T16:20:05.937Z,2023-08-10T10:57:14.616+03:00,,,1,OK,1,,1,4,1,0,,38,15,37,15,40,15,,,1,5,,2,4,2,2,2,2,4,2,2,2,3,2,4,4,2,2,2,2,2,4,,1,2,1,3,22,15,2,,0,0,0,,,No comments ,No comments ,,uuid:dc97f17d-1624-4f9d-a3ba-8f33fee81709,uuid:dc97f17d-1624-4f9d-a3ba-8f33fee81709,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-10T16:20:04.773Z,2023-08-10T10:34:37.474+03:00,,10/08/2023,1,,1,,2,2,1,0,,38,15,24,15,40,15,,,1,5,,1,5,5,2,1,5,5,4,2,2,2,2,2,4,1,2,5,2,4,2,,1,2,1,3,18,7,1 2,,0,0,0,,,No comment/ question,Good cooperation ,,uuid:889e2dce-e1ad-4376-ab9d-b60eeceedd16,uuid:889e2dce-e1ad-4376-ab9d-b60eeceedd16,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-10T16:20:02.960Z,2023-08-10T10:22:10.626+03:00,,10/08/2023,1,OK,1,,1,1,1,0,,24,15,37,15,38,15,,,1,5,,1,5,2,2,2,5,5,4,2,4,2,2,2,5,2,2,4,1,2,4,,1,2,1,1,28,7,7,,0,0,0,,,No,No,,uuid:62e80638-fdf5-4ffe-a3b9-e8d943b0e110,uuid:62e80638-fdf5-4ffe-a3b9-e8d943b0e110,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-09T17:08:40.955Z,2023-08-09T14:14:14.435+03:00,,09/08/2023,1,OK,1,,1,4,1,0,,40,15,38,15,37,15,,,1,5,,2,4,2,1,2,5,5,4,2,5,2,2,5,5,2,1,1,1,3,4,,1,2,3,3,27,7,1 8,,0,0,0,,,No comments ,No comments ,,uuid:1af0fb04-c27d-4e8a-b4e0-84571ebe2171,uuid:1af0fb04-c27d-4e8a-b4e0-84571ebe2171,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-09T17:08:39.789Z,2023-08-09T13:11:08.278+03:00,,09/08/2023,1,,1,,1,1,1,0,,24,15,37,15,40,15,,,1,5,,2,4,2,4,2,4,5,4,4,4,3,2,4,2,4,2,4,2,4,4,,1,2,1,1,27,11,1,,0,0,0,,,No comment ,NIL ,,uuid:23458e85-77c4-4cbc-9864-5c9c0d995e79,uuid:23458e85-77c4-4cbc-9864-5c9c0d995e79,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-09T17:08:38.671Z,2023-08-09T12:58:47.871+03:00,,09/08/2023,1,,1,,1,2,1,0,,24,15,40,15,37,15,,,1,5,,2,5,2,2,1,4,4,3,4,4,2,4,4,4,1,2,4,2,2,4,,1,2,1,2,27,11,2 1,,1,0,1,,,No comment ,NIL ,,uuid:9623e914-0c06-464d-8757-bb9c1beb54eb,uuid:9623e914-0c06-464d-8757-bb9c1beb54eb,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-09T17:08:37.686Z,2023-08-09T11:05:37.404+03:00,,09/08/2023,1,OK,1,,1,4,1,0,,37,15,38,15,40,15,,,1,5,,1,3,5,4,5,2,2,3,2,5,5,4,4,5,2,4,2,1,2,2,,1,2,1,3,20,4,8,,1,0,1,,,No comments ,No comments ,,uuid:817b213f-a8b5-4ae9-95f6-8a8e82fce542,uuid:817b213f-a8b5-4ae9-95f6-8a8e82fce542,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-09T17:08:36.386Z,2023-08-09T10:32:48.191+03:00,,09/08/2023,1,OK,1,,1,2,1,0,,38,15,37,15,40,15,,,1,5,,2,2,5,1,4,3,4,2,4,2,4,2,2,4,1,5,4,2,1,2,,1,2,3,3,18,7,0,,0,0,0,,,No comments ,No comments ,,uuid:b7d4f9d2-858f-4e52-a643-73716dd2d235,uuid:b7d4f9d2-858f-4e52-a643-73716dd2d235,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-09T17:08:35.331Z,2023-08-09T10:21:52.890+03:00,,09/08/2023,1,,1,,1,1,1,0,,38,15,24,15,40,15,,,1,5,,2,4,2,2,1,5,5,5,4,4,4,2,2,4,2,4,4,2,2,4,,1,2,1,3,23,11,2,,1,0,1,,,No comments ,Well cooperate ,,uuid:3779b096-8623-4209-8bf6-727421d2af27,uuid:3779b096-8623-4209-8bf6-727421d2af27,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-07T18:27:10.231Z,2023-08-07T12:19:59.877+03:00,,07/08/2023,1,,1,,2,3,1,0,,24,15,37,15,40,15,,,1,5,,1,5,1,1,5,5,5,5,4,2,5,2,3,3,2,4,5,5,5,5,,1,2,1,1,21,7,8,,0,0,0,,,No comment ,NIL ,,uuid:6563a680-715d-4bc6-bfa8-fd64dccb34a2,uuid:6563a680-715d-4bc6-bfa8-fd64dccb34a2,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-07T18:27:08.574Z,2023-08-07T12:07:39.595+03:00,,07/08/2023,1,,1,,2,1,1,0,,40,15,37,15,24,15,,,1,5,,2,5,2,2,2,5,5,4,3,4,3,1,3,4,3,3,5,3,3,4,,1,2,1,2,23,11,4 9,,0,0,1,,,No comment ,NIL ,,uuid:2e180c71-962c-4d0a-9879-11a6119293fb,uuid:2e180c71-962c-4d0a-9879-11a6119293fb,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-07T18:27:07.008Z,2023-08-07T11:51:16.551+03:00,,07/08/2023,1,OK,1,,2,1,1,0,,37,15,38,15,24,15,,,1,5,,2,3,2,5,2,4,4,5,4,4,2,3,4,4,2,2,4,4,2,4,,1,2,1,1,22,11,98,Sanaa,0,0,0,,,N0,No,,uuid:876865cc-76f0-4694-8d8a-d6a1e38e6b7b,uuid:876865cc-76f0-4694-8d8a-d6a1e38e6b7b,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-07T18:27:05.851Z,2023-08-07T11:40:11.291+03:00,,07/08/2023,1,,1,,2,1,1,0,,40,15,24,15,38,15,,,1,5,,2,4,4,3,2,3,4,4,2,4,4,2,3,4,2,2,2,2,4,4,,1,2,1,3,23,7,7,,0,0,0,,,No comment ,Good communication ,,uuid:a08df47c-9605-4164-a003-23f747b8effe,uuid:a08df47c-9605-4164-a003-23f747b8effe,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-07T18:27:03.766Z,2023-08-07T11:32:17.035+03:00,,07/08/2023,1,OK,1,,2,1,1,0,,37,15,38,15,40,15,,,1,5,,4,5,4,2,1,5,5,5,3,5,3,2,2,4,1,2,5,1,1,5,,1,2,1,3,21,11,8,,0,0,0,,,No comments ,No comments ,,uuid:61229967-b56e-4a81-9dec-74649d30246c,uuid:61229967-b56e-4a81-9dec-74649d30246c,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-07T18:27:02.426Z,2023-08-07T11:24:49.031+03:00,,07/08/2023,1,OK,1,,2,1,1,0,,37,15,38,15,40,15,,,1,5,,4,2,2,1,1,3,5,4,2,3,2,3,5,4,2,2,3,1,3,5,,1,2,1,2,19,9,8 1 11,,0,0,0,,,No comments ,No comments ,,uuid:5c41249a-05b8-4992-a50d-6e7cc4687b2a,uuid:5c41249a-05b8-4992-a50d-6e7cc4687b2a,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-07T18:27:01.025Z,2023-08-07T11:11:24.945+03:00,,07/08/2023,1,,1,,2,1,1,0,,37,15,40,15,24,15,,,1,5,,1,5,1,1,1,5,5,4,4,4,2,2,4,4,2,1,5,2,3,4,,1,2,1,3,21,11,8 4,,0,0,0,,,No comment ,NIL ,,uuid:8759448a-b19f-489d-94c4-93d9c2360dc4,uuid:8759448a-b19f-489d-94c4-93d9c2360dc4,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-07T18:26:59.573Z,2023-08-07T10:37:13.791+03:00,,07/08/2023,1,,1,,2,3,1,0,,24,15,40,15,37,15,,,1,5,,1,5,4,3,2,5,5,5,4,3,4,3,3,2,1,1,3,5,4,2,,1,2,2,3,22,7,1 8 6,,1,0,1,,,No comment ,NIL ,,uuid:c817711b-d5c4-44f2-9bfa-fc251a23476d,uuid:c817711b-d5c4-44f2-9bfa-fc251a23476d,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
2023-08-07T18:26:58.265Z,2023-08-07T10:18:53.794+03:00,,07/08/2023,1,OK,1,,1,1,1,0,,24,15,38,15,37,15,,,1,5,,1,4,2,3,3,4,5,3,1,2,3,5,5,4,4,2,5,4,2,2,,1,2,1,1,28,0,1,,1,0,2,,,No,No,,uuid:35352452-0257-4b1d-a1e6-c67f1ac91235,uuid:35352452-0257-4b1d-a1e6-c67f1ac91235,19,Tablet 4,2,2,,,collect:iRjTQnCMf93cWfWU,0,205[encrypted:AYmtILkN]
