SubmissionDate,start,note_welcome,intdate,m_eligible,consent_statement,m_consent,note_conditionCheck,who_present,context,private,wazungu,intro_peers,age_peer1,edu_peer1,known_peer1,age_peer2,edu_peer2,known_peer2,age_peer3,edu_peer3,known_peer3,intro_prompt,scale_use,practice_q1,practice_q2,note_practice,emp1,emp2,emp3,emp4,emp5,emp6,emp7,emp8,emp9,emp10,emp11,emp12,emp13,emp14,emp15,emp16,emp17,emp18,emp19,emp20,note_finish_emps,honest1,honest2,honest3,honest4,m_age,m_edu,m_work,m_workother,numwife,m_prevwife,m_numkids,debrief_statement,note5,m_comment,m_comment2,note6,instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits,FormVersion
2023-08-03T18:03:34.195Z,2023-08-03T13:04:12.310+03:00,,03/08/2023,1,,1,,1,1,1,0,,19,7,1,18,10,1,18,8,1,,,1,5,,1,5,4,2,2,4,5,3,4,3,2,2,4,4,2,2,4,4,3,1,,1,2,1,1,20,11,,,,,,,,Hakuna,The group had young boys they had very little experience about marriage,,uuid:7901c381-25e9-4d52-95e8-1a594589b20d,uuid:7901c381-25e9-4d52-95e8-1a594589b20d,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-03T18:03:32.961Z,2023-08-03T11:58:29.277+03:00,,03/08/2023,1,,1,,2,1,1,0,,20,7,0,23,11,1,22,7,0,,,1,5,,1,3,3,2,3,4,4,1,3,3,3,2,4,4,1,2,4,4,2,5,,1,2,1,3,26,9,,,,,,,,None,The place was busy but i manage to finish the interview,,uuid:5d78227a-73d3-483f-8b7b-d00f2f570bf2,uuid:5d78227a-73d3-483f-8b7b-d00f2f570bf2,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-03T18:03:31.374Z,2023-08-03T11:02:37.371+03:00,,03/08/2023,1,,1,,2,1,1,0,,21,4,1,30,7,1,28,7,1,,,1,5,,1,4,2,4,1,2,4,5,4,4,2,2,3,4,1,4,5,1,4,1,,1,2,1,1,24,11,6,,1,0,1,,,Hakuna,The interview was quick has the rest of participants answered has he said. The respondent was confident with his response.,,uuid:fdf75c65-b0ee-4dae-9837-ceda9f6aaf9f,uuid:fdf75c65-b0ee-4dae-9837-ceda9f6aaf9f,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-03T18:03:28.334Z,2023-08-03T09:55:23.276+03:00,,03/08/2023,1,,1,,1,1,1,0,,23,11,1,19,11,0,23,9,1,,,1,5,,1,4,4,2,1,5,5,5,5,5,2,2,4,5,1,1,5,2,2,2,,1,2,1,2,20,11,7,,0,0,0,,,Kuwe na elimu ya mahusiano  katika  jamii,The man working as a tailor  and was involved with Tazama in its activities,,uuid:870efe81-dcbf-4061-b0e6-33fe298b347a,uuid:870efe81-dcbf-4061-b0e6-33fe298b347a,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-02T17:27:28.263Z,2023-08-02T13:15:29.700+03:00,,02/08/2023,1,,1,,1,3,1,0,,23,7,1,30,7,0,18,9,1,,,1,5,,1,5,1,1,2,3,5,5,3,5,5,2,5,5,1,1,3,1,3,5,,1,2,1,3,27,11,11,,0,0,0,,,Hakuna,The interview was straight,,uuid:89577312-2a14-49ff-853c-cfe220a1156d,uuid:89577312-2a14-49ff-853c-cfe220a1156d,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-02T17:27:25.744Z,2023-08-02T12:37:54.281+03:00,,02/08/2023,1,,1,,1,1,1,0,,24,7,0,19,11,0,21,11,0,,,1,5,,4,4,2,2,2,5,5,4,4,2,2,3,3,2,4,4,2,4,2,2,,1,2,3,3,28,15,2,,0,0,0,,,Mchukue  taarifa  kwa  eneo lote  la  Kisesa,Well interview,,uuid:a9e0e993-ed89-4c96-bda8-296947f0b6c1,uuid:a9e0e993-ed89-4c96-bda8-296947f0b6c1,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-02T17:27:23.080Z,2023-08-02T11:35:37.398+03:00,,02/08/2023,1,,1,,1,1,1,0,,18,9,1,27,5,1,22,11,1,,,1,5,,1,5,4,2,2,4,5,5,1,4,2,1,5,4,2,2,5,4,5,4,,1,2,1,2,30,11,98 7,Kinyozi,1,1,3,,,Hakuna,"The interview was interrupted as the main participant had to shave the clients ,so we had to wait for sometime to proceed with the interview.",,uuid:98621f50-2503-4124-9d61-d4e8b09ff33e,uuid:98621f50-2503-4124-9d61-d4e8b09ff33e,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-02T17:27:20.043Z,2023-08-02T10:35:57.873+03:00,,02/08/2023,1,,1,,1,1,1,0,,23,8,1,22,7,1,23,7,1,,,1,5,,1,4,1,1,1,3,4,5,3,5,1,3,4,5,1,1,3,1,1,5,,1,2,1,3,23,11,8 1,,0,0,0,,,Hapana,Good interview,,uuid:8a888843-d25e-42b9-83c1-49a9f07abaf2,uuid:8a888843-d25e-42b9-83c1-49a9f07abaf2,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-02T17:27:19.588Z,2023-08-02T12:54:25.499+03:00,,02/08/2023,1,OK,1,,1,1,1,0,,30,6,1,22,7,1,23,6,1,,,1,5,,2,5,5,4,2,4,4,5,2,4,2,2,4,4,2,2,4,2,4,4,,1,2,2,2,24,7,2 7,,0,0,0,,,,,,uuid:db4de40d-47a8-4f8d-ac21-ecfd09d4cd47,uuid:db4de40d-47a8-4f8d-ac21-ecfd09d4cd47,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-02T17:27:17.715Z,2023-08-02T12:07:03.311+03:00,,02/08/2023,1,OK,1,,2,1,1,1,,19,11,1,21,7,1,23,11,1,,,1,5,,1,5,5,5,2,4,5,4,3,2,3,2,4,1,1,1,2,1,2,4,,1,2,2,3,21,7,7,,0,0,0,,,There has to be involvement and agreement between partners in the families so that people can have equal opportunity for decision making,None,,uuid:081f5e08-5217-44e8-b876-717bbe1b7d0a,uuid:081f5e08-5217-44e8-b876-717bbe1b7d0a,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-02T17:27:15.896Z,2023-08-02T11:36:37.735+03:00,,02/08/2023,1,OK,1,,2,2,1,0,,29,11,1,20,7,1,23,11,1,,,1,5,,2,5,5,4,2,4,4,5,4,2,3,3,2,1,2,2,3,2,4,4,,1,2,3,3,27,7,1 2,,1,0,2,,,Men will always have authority over women,,,uuid:53109ba4-c4f1-4dca-8631-e919086bad57,uuid:53109ba4-c4f1-4dca-8631-e919086bad57,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-02T17:27:14.766Z,2023-08-02T10:01:22.022+03:00,,02/08/2023,1,,1,,2,1,1,0,,22,3,1,27,11,1,18,8,1,,,1,1,,5,4,1,1,1,5,5,5,3,1,1,3,5,4,1,1,2,1,1,5,,1,2,1,2,30,7,8,,1,0,1,,,Hapana,Smooth interview,,uuid:5defbb2c-364f-4fe5-951f-d0bc5d7b6c5d,uuid:5defbb2c-364f-4fe5-951f-d0bc5d7b6c5d,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-02T17:27:13.910Z,2023-08-02T10:57:24.854+03:00,,02/08/2023,1,OK,1,,1,1,1,0,,26,7,1,19,7,1,18,7,1,,,1,5,,2,5,1,2,1,4,4,5,4,3,2,3,4,2,1,4,4,2,4,2,,3,3,2,3,26,7,4 7,,0,0,0,,,,,,uuid:be2103d5-a4f9-4958-bb4c-f86b60c21585,uuid:be2103d5-a4f9-4958-bb4c-f86b60c21585,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-02T17:27:11.895Z,2023-08-02T10:17:02.168+03:00,,02/08/2023,1,OK,1,,2,2,1,0,,21,11,1,30,7,1,21,7,1,,,2,4,,4,4,4,5,2,4,4,4,4,4,4,3,4,1,2,5,3,3,3,4,,1,3,3,1,22,7,2 4,,1,0,1,,,None,There was good participation from all peers,,uuid:5265ff01-cfd2-4cf2-ab98-ff186e79691e,uuid:5265ff01-cfd2-4cf2-ab98-ff186e79691e,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-01T19:27:49.635Z,2023-08-01T14:16:54.161+03:00,,01/08/2023,1,,1,,2,1,0,0,,18,7,1,29,11,1,18,7,1,,,1,5,,4,5,1,1,1,5,5,3,5,5,2,4,3,5,1,4,5,1,2,5,,1,2,1,3,27,7,98 4,Bodaboda,0,0,0,,,Tazama ina  kazi ipi Ramayana?,"The peer group was responding has he said,they look young to marriage ev eh though they had their own opinion",,uuid:df5ebd5a-df8f-4588-bcef-60c7787fd8c0,uuid:df5ebd5a-df8f-4588-bcef-60c7787fd8c0,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-01T19:27:47.404Z,2023-08-01T12:45:43.059+03:00,,01/08/2023,1,,1,,2,2,1,0,,22,11,1,18,11,1,19,10,0,,,1,5,,1,5,2,2,1,1,4,5,4,4,2,2,4,5,1,4,4,4,4,4,,1,2,1,3,22,11,,,,,,,,Hakuna,Some guys little bit busy,,uuid:69f6bd52-9fd7-4ea2-858a-7c7bfd448c76,uuid:69f6bd52-9fd7-4ea2-858a-7c7bfd448c76,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-01T19:27:45.126Z,2023-08-01T11:43:05.142+03:00,,01/08/2023,1,,1,,1,1,1,0,,25,7,1,20,7,1,30,7,1,,,1,5,,1,5,1,1,1,3,4,5,3,3,3,5,3,2,4,1,5,1,1,1,,1,2,3,1,27,11,7 4,,0,0,1,,,Elimu ya kuisha  wanandoa  na kipao  Mbele kwa wanawake  kama wanaume,The was open discussion and free to all,,uuid:ad8880da-4848-4910-b538-92e858d8e644,uuid:ad8880da-4848-4910-b538-92e858d8e644,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-01T19:27:42.715Z,2023-08-01T10:44:56.577+03:00,,01/08/2023,1,,1,,2,1,1,0,,23,1,1,28,4,1,30,7,1,,,1,5,,1,5,5,4,1,4,4,4,2,4,5,4,2,2,5,5,5,4,4,2,,1,2,1,1,29,7,8 98,Mechanic,1,0,3,,,Hapana,Good interview,,uuid:483a5a4a-0388-4e83-8577-1df8bf3d6153,uuid:483a5a4a-0388-4e83-8577-1df8bf3d6153,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-01T19:27:39.966Z,2023-08-01T09:50:38.739+03:00,,01/08/2023,1,,1,,2,1,1,0,,30,4,1,19,7,1,18,7,0,,,1,5,,5,5,5,2,1,2,5,5,3,2,2,4,4,5,1,3,3,1,3,5,,1,2,2,3,22,11,8,,0,0,0,,,Meaning of Tazama?,The interview was smooth,,uuid:455ce23b-6864-47f0-823a-0233e1c67dfa,uuid:455ce23b-6864-47f0-823a-0233e1c67dfa,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-01T19:27:32.990Z,2023-08-01T12:48:39.558+03:00,,01/08/2023,1,OK,1,,2,3,1,0,,18,7,1,23,11,1,28,11,1,,,1,5,,3,3,2,2,1,3,4,5,4,3,4,2,4,5,1,2,4,3,4,2,,1,2,2,3,22,11,2 4,,1,0,1,,,,,,uuid:2558dde5-b5ca-4efb-9bab-97e0370da20a,uuid:2558dde5-b5ca-4efb-9bab-97e0370da20a,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-01T19:27:32.046Z,2023-08-01T11:50:14.545+03:00,,01/08/2023,1,OK,1,,2,3,1,0,,19,9,1,22,10,1,21,7,1,,,1,5,,1,5,3,3,2,1,4,5,4,2,4,1,4,5,1,2,3,2,3,2,,1,2,3,2,21,7,2 7,,0,0,0,,,Education should be provided to make sure the community understands the idea of gender equality,Peers still have negative perception about women empowerment ,,uuid:6ef0f9ed-1143-4915-ab88-73742aaac74e,uuid:6ef0f9ed-1143-4915-ab88-73742aaac74e,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-01T19:27:31.009Z,2023-08-01T11:12:05.715+03:00,,01/08/2023,1,OK,1,,2,3,1,0,,18,7,1,19,7,1,18,9,1,,,1,5,,2,5,2,2,5,4,4,5,4,2,4,1,5,5,1,2,3,1,3,1,,1,2,3,2,20,7,0,,0,0,0,,,,,,uuid:bef10da1-2595-447d-9bc1-8538b1d39b70,uuid:bef10da1-2595-447d-9bc1-8538b1d39b70,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-01T19:27:29.907Z,2023-08-01T10:23:33.486+03:00,,01/08/2023,1,OK,1,,2,3,1,0,,20,7,1,26,15,1,28,7,1,,,1,5,,2,4,5,5,2,4,5,5,5,4,4,3,4,2,4,2,2,1,4,5,,1,2,3,2,25,7,2 1 8,,0,0,0,,,,,,uuid:a10df85d-a1e0-4f22-8936-0d0282e0fbbb,uuid:a10df85d-a1e0-4f22-8936-0d0282e0fbbb,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-01T19:27:25.777Z,2023-08-01T09:48:18.210+03:00,,01/08/2023,1,OK,1,,2,3,1,0,,18,8,1,19,11,1,18,8,1,,,1,5,,4,5,1,1,2,4,4,5,4,4,2,3,4,4,2,2,4,1,3,4,,3,2,1,2,19,4,4 7,,0,0,0,,,Gender ideology study is a good idea and it can help youth to have good decision in life ,,,uuid:a4057210-6caa-448b-ae36-ba9a3b84e1b4,uuid:a4057210-6caa-448b-ae36-ba9a3b84e1b4,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-07-31T18:12:19.653Z,2023-07-31T14:32:43.784+03:00,,31/07/2023,1,,1,,2,2,1,0,,24,15,1,24,7,1,24,11,1,,,1,5,,3,5,1,2,1,4,5,5,3,5,3,4,3,4,1,3,5,2,2,3,,1,2,1,2,25,15,10,,0,0,0,,,Elimu itolewe  kwenye  jamii  ndani  ya mahusiano ,The interview was great,,uuid:16d7058e-8595-49bb-91a1-645ac3ca50e5,uuid:16d7058e-8595-49bb-91a1-645ac3ca50e5,24,Tablet 2,1,1,,,collect:gkAUY0ozb0IEMNAS,0,204
2023-07-31T18:12:18.199Z,2023-07-31T13:21:20.798+03:00,,31/07/2023,1,,1,,2,1,1,0,,20,11,1,24,7,1,28,7,1,,,1,5,,1,5,5,2,2,1,2,2,1,5,5,1,1,4,1,1,1,1,5,1,,1,2,1,1,24,10,6,,,1,1,,,Hapana ,The interview was okey,,uuid:39219053-65c1-476f-af07-ed1657e40f95,uuid:39219053-65c1-476f-af07-ed1657e40f95,24,Tablet 2,1,1,,,collect:gkAUY0ozb0IEMNAS,0,204
2023-07-31T18:12:16.756Z,2023-07-31T12:36:02.526+03:00,,31/07/2023,1,,1,,2,1,1,0,,20,7,0,23,8,1,22,7,1,,,1,5,,1,5,5,1,1,1,1,5,4,4,2,1,1,2,2,2,2,2,4,2,,1,1,1,2,20,9,,,,,,,,None,The were some interruption with others workers but it was controlled,,uuid:1d94bb20-c825-4724-863a-417e9097e08c,uuid:1d94bb20-c825-4724-863a-417e9097e08c,24,Tablet 2,1,1,,,collect:gkAUY0ozb0IEMNAS,0,204
2023-07-31T18:12:15.064Z,2023-07-31T11:49:21.910+03:00,,31/07/2023,1,,1,,2,1,1,0,,29,7,1,19,7,1,21,7,1,,,1,5,,1,5,5,5,1,4,5,5,1,5,2,4,4,4,2,2,5,2,2,3,,1,2,1,2,30,7,8,,1,1,4,,,Changamoto  za  wanaume  nani  anatusaidia?,People were working ,,uuid:5c32fbe9-72ab-4602-ae81-d04af448ee47,uuid:5c32fbe9-72ab-4602-ae81-d04af448ee47,24,Tablet 2,1,1,,,collect:gkAUY0ozb0IEMNAS,0,204
2023-07-31T18:12:12.758Z,2023-07-31T10:51:22.433+03:00,,31/07/2023,1,,1,,2,1,1,0,,19,13,1,20,11,1,22,9,1,,,1,5,,1,4,2,1,1,4,5,5,3,5,2,4,4,2,2,2,5,4,5,4,,1,2,1,3,21,11,98,Bodaboda,0,0,0,,,Mambo  haya  yanatusaidia mini?,The interview was smooth,,uuid:2c11341b-4288-4e3f-a30d-68d5f04860ba,uuid:2c11341b-4288-4e3f-a30d-68d5f04860ba,24,Tablet 2,1,1,,,collect:gkAUY0ozb0IEMNAS,0,204
2023-07-31T18:12:08.094Z,2023-07-31T09:59:48.697+03:00,,31/07/2023,1,,1,,2,1,1,0,,21,7,1,27,7,1,18,7,1,,,1,5,,1,5,2,2,1,1,5,4,2,4,3,3,4,2,2,2,5,1,4,1,,1,2,3,2,26,6,98 1,Bodaboda,1,0,1,,,Hakuna,The interview was good,,uuid:a52a940b-7a8d-4d56-8a43-fb5659f4c295,uuid:a52a940b-7a8d-4d56-8a43-fb5659f4c295,24,Tablet 2,1,1,,,collect:gkAUY0ozb0IEMNAS,0,204
2023-07-31T18:10:54.572Z,2023-07-31T14:26:13.120+03:00,,31/07/2023,1,OK,1,,2,3,1,0,,21,4,1,28,7,1,24,11,1,,,1,5,,5,5,1,2,1,5,5,4,2,4,5,2,4,5,2,2,4,2,2,5,,1,2,2,3,19,7,8,,0,0,0,,,One of the participants says gender equality issues is the source of all troubles in families because women want to be same as men in terms of authority ,,,uuid:b9a29e6e-211f-4cd2-b7cf-4d13f0afff8d,uuid:b9a29e6e-211f-4cd2-b7cf-4d13f0afff8d,21,Tablet 3,1,1,,,collect:bdJSB2Qr9ZA7I3SS,0,204
2023-07-31T18:10:50.032Z,2023-07-31T13:42:19.773+03:00,,31/07/2023,1,OK,1,,2,3,1,0,,22,4,1,23,11,1,20,7,1,,,1,4,,4,5,5,5,1,4,5,5,4,2,4,2,5,5,1,2,3,2,4,4,,1,2,2,2,22,11,7,,0,0,0,,,Education about gender should be provided to the community,One of the participants had the perception that paying dowry makes it legal for a man to beat a wife because she officially belongs to him and he can do anything to her ,,uuid:99c774e9-35f8-4c35-b065-f9c01e17aaf7,uuid:99c774e9-35f8-4c35-b065-f9c01e17aaf7,21,Tablet 3,1,1,,,collect:bdJSB2Qr9ZA7I3SS,0,204
2023-07-31T18:10:48.172Z,2023-07-31T13:09:05.147+03:00,,31/07/2023,1,OK,1,,2,3,1,0,,19,11,0,20,7,1,25,7,1,,,1,5,,2,5,5,5,2,2,3,4,5,4,5,2,3,2,2,3,5,2,3,4,,2,2,3,3,19,5,2,,0,0,0,,,,Interesting discussion everyone was contributing,,uuid:9e8c5c0c-43c7-4153-924e-cc97ea7985da,uuid:9e8c5c0c-43c7-4153-924e-cc97ea7985da,21,Tablet 3,1,1,,,collect:bdJSB2Qr9ZA7I3SS,0,204
2023-07-31T18:10:46.870Z,2023-07-31T10:36:38.600+03:00,,31/07/2023,1,OK,1,,2,1,1,0,,26,11,1,26,11,1,23,15,1,,,1,5,,2,4,2,2,1,5,5,5,2,2,2,4,4,3,1,4,4,1,3,5,,1,2,1,2,26,11,4 1,,0,0,0,,,They suggest that Gender education should highly be provided to the community to reduce bad perceptions against women,,,uuid:9f6bcf8a-4023-4a61-9209-7512d80a76f2,uuid:9f6bcf8a-4023-4a61-9209-7512d80a76f2,21,Tablet 3,1,1,,,collect:bdJSB2Qr9ZA7I3SS,0,204
2023-07-31T18:10:44.311Z,2023-07-31T09:58:02.350+03:00,,31/07/2023,1,OK,1,,2,1,1,0,,19,8,1,24,7,1,19,11,1,,,1,5,,5,4,1,1,1,3,5,5,5,5,2,4,5,4,2,2,3,1,3,3,,1,2,3,3,21,11,7 2,,0,0,0,,,None,There was nice involvement and participation from other peers but didn't change the respondents thoughts ,,uuid:f6ee64b0-8869-4b28-a487-f7c6fdd67a17,uuid:f6ee64b0-8869-4b28-a487-f7c6fdd67a17,21,Tablet 3,1,1,,,collect:bdJSB2Qr9ZA7I3SS,0,204
