SubmissionDate,start,note_welcome,intdate,m_eligible,consent_statement,m_consent,note_conditionCheck,who_present,context,private,wazungu,intro_peers,age_peer1,edu_peer1,known_peer1,age_peer2,edu_peer2,known_peer2,age_peer3,edu_peer3,known_peer3,intro_prompt,scale_use,practice_q1,practice_q2,note_practice,emp1,emp2,emp3,emp4,emp5,emp6,emp7,emp8,emp9,emp10,emp11,emp12,emp13,emp14,emp15,emp16,emp17,emp18,emp19,emp20,note_finish_emps,honest1,honest2,honest3,honest4,m_age,m_edu,m_work,m_workother,numwife,m_prevwife,m_numkids,debrief_statement,note5,m_comment,m_comment2,note6,instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits,FormVersion
2023-08-23T14:38:52.117Z,2023-08-23T13:10:20.238+03:00,,23/08/2023,1,OK,1,,1,1,1,0,,23,15,1,23,11,1,22,11,1,,,1,5,,1,4,4,4,2,4,4,4,4,4,2,4,2,4,2,2,4,2,2,4,,1,2,2,3,21,7,4,,0,0,0,,,,,,uuid:b9dfa433-f268-4dd9-98f0-9b1197756610,uuid:b9dfa433-f268-4dd9-98f0-9b1197756610,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-23T14:38:50.954Z,2023-08-23T11:32:20.455+03:00,,23/08/2023,1,OK,1,,1,2,1,0,,22,7,1,21,9,1,22,13,1,,,1,5,,2,5,2,2,1,4,4,3,5,4,2,4,5,1,2,1,4,1,2,1,,1,2,2,3,23,11,0,,0,0,0,,,,,,uuid:1ead6f71-11ca-4204-8037-fa4ddc5693ea,uuid:1ead6f71-11ca-4204-8037-fa4ddc5693ea,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-23T14:38:49.218Z,2023-08-23T10:45:58.548+03:00,,23/08/2023,1,OK,1,,1,1,1,0,,20,0,1,27,7,1,20,7,1,,,1,5,,1,5,2,2,1,5,5,5,2,4,2,4,3,2,2,2,2,2,4,5,,1,2,3,3,22,11,2 7,,0,0,0,,,,,,uuid:ac358526-4a07-44cc-8747-2515b15a91db,uuid:ac358526-4a07-44cc-8747-2515b15a91db,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-23T14:38:39.934Z,2023-08-23T13:41:51.525+03:00,,23/08/2023,1,,1,,1,1,1,0,,27,11,1,23,11,1,20,11,1,,,1,5,,2,4,2,1,2,2,4,5,5,1,3,3,5,3,1,4,4,2,5,5,,1,3,1,1,23,11,2,,0,0,0,,,Hakuna,Good Interview,,uuid:7b5d0fcb-c9fc-4a9d-90b8-ec9abcd9da5a,uuid:7b5d0fcb-c9fc-4a9d-90b8-ec9abcd9da5a,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-23T14:38:37.997Z,2023-08-23T12:55:56.100+03:00,,23/08/2023,1,,1,,1,1,1,0,,26,11,0,23,7,1,22,7,0,,,1,5,,2,5,4,2,1,5,5,5,1,5,1,1,5,5,1,1,5,5,1,5,,1,2,1,3,22,11,2,,0,0,0,,,Hakuna,Excellent interview with intensive discussions,,uuid:5dd2bdc8-b587-4940-919d-a30f03b60be2,uuid:5dd2bdc8-b587-4940-919d-a30f03b60be2,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-23T14:38:35.850Z,2023-08-23T12:25:27.413+03:00,,23/08/2023,1,,1,,1,2,1,0,,24,7,0,24,11,0,30,11,1,,,1,5,,1,5,4,2,2,4,4,5,2,4,3,2,3,4,2,5,2,4,5,4,,1,2,1,3,22,11,10,,0,0,0,,,What do you do with this data?I mean feedback,Good interview,,uuid:6cce10c7-d549-40e6-95ef-279d84d32fb2,uuid:6cce10c7-d549-40e6-95ef-279d84d32fb2,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-23T14:38:31.228Z,2023-08-23T10:25:14.551+03:00,,23/08/2023,1,,1,,1,1,1,0,,25,11,0,24,4,1,24,9,0,,,1,5,,1,5,2,1,2,1,5,4,1,2,5,1,5,1,1,4,5,5,4,4,,1,1,1,1,18,7,2,,0,0,0,,,Hakuna,Nice interview,,uuid:d55a58ad-1a8c-46c7-88d9-8edddc7fab95,uuid:d55a58ad-1a8c-46c7-88d9-8edddc7fab95,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-22T13:11:37.124Z,2023-08-22T12:59:02.346+03:00,,22/08/2023,1,OK,1,,2,3,1,0,,18,7,1,22,7,1,29,11,1,,,1,5,,1,5,2,2,2,2,2,5,5,2,3,3,4,2,2,2,4,2,4,1,,1,2,2,1,26,13,,,0,0,0,,,,,,uuid:c5086875-d3ab-416e-873d-c77ae019ac40,uuid:c5086875-d3ab-416e-873d-c77ae019ac40,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-22T13:11:35.603Z,2023-08-22T12:26:11.382+03:00,,22/08/2023,1,OK,1,,2,1,0,1,,25,5,1,23,9,1,24,13,1,,,1,5,,1,5,1,1,1,4,5,2,2,1,2,4,4,2,2,2,3,2,2,2,,1,2,2,2,27,13,4 2,,1,1,2,,,,,,uuid:29967a7a-bd29-4e32-8d2c-33e91f1fbbd0,uuid:29967a7a-bd29-4e32-8d2c-33e91f1fbbd0,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-22T13:11:34.282Z,2023-08-22T11:21:40.554+03:00,,22/08/2023,1,OK,1,,2,3,1,0,,23,7,1,21,7,1,24,11,1,,,1,5,,1,5,2,2,2,2,4,4,4,4,4,3,3,4,2,2,3,2,2,4,,1,2,2,3,26,15,4,,0,0,1,,,There must be education in the churches about relationships and gender issues ,,,uuid:d6aaa6ce-1bf9-4a99-83f0-0e6fdfd45238,uuid:d6aaa6ce-1bf9-4a99-83f0-0e6fdfd45238,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-22T13:11:31.532Z,2023-08-22T10:56:41.501+03:00,,22/08/2023,1,OK,1,,2,3,1,0,,22,7,1,30,7,1,28,10,1,,,1,5,,1,5,1,1,1,4,4,4,3,4,2,4,4,4,1,1,2,2,3,4,,1,2,3,2,26,15,5 11,,0,0,0,,,,,,uuid:f6525a8a-c38c-4ef5-986d-1cc67ce2291b,uuid:f6525a8a-c38c-4ef5-986d-1cc67ce2291b,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-22T13:11:26.095Z,2023-08-22T10:18:13.580+03:00,,22/08/2023,1,OK,1,,2,3,1,0,,20,7,1,26,7,1,24,11,1,,,1,5,,1,5,2,2,2,2,4,4,4,2,5,2,2,1,4,2,4,1,4,4,,1,2,2,3,24,0,4,,1,0,1,,,,,,uuid:071a1695-f973-4139-ad49-5371380588e3,uuid:071a1695-f973-4139-ad49-5371380588e3,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-21T13:05:29.445Z,2023-08-21T13:23:24.227+03:00,,21/08/2023,1,OK,1,,2,3,1,0,,27,7,1,24,7,1,23,10,1,,,1,5,,1,5,2,2,2,4,3,4,4,4,4,4,3,2,2,2,2,3,2,2,,1,2,2,2,21,8,2 4,,0,0,0,,,,,,uuid:71686acd-1e94-4610-a93e-db45c774b75d,uuid:71686acd-1e94-4610-a93e-db45c774b75d,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-21T13:05:24.818Z,2023-08-21T12:57:59.750+03:00,,21/08/2023,1,OK,1,,2,3,1,0,,19,9,1,22,0,1,18,8,1,,,1,5,,1,5,3,3,2,1,4,4,2,4,4,2,2,2,2,3,3,1,2,2,,1,2,2,3,18,9,2,,0,0,0,,,,,,uuid:0d8df8b7-31ad-4f1b-ad68-10e7bca0e457,uuid:0d8df8b7-31ad-4f1b-ad68-10e7bca0e457,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-21T13:05:21.217Z,2023-08-21T11:46:06.437+03:00,,21/08/2023,1,OK,1,,1,3,1,0,,24,11,1,23,11,1,26,15,1,,,1,5,,1,5,3,3,1,2,3,4,2,4,3,3,2,2,1,5,3,2,4,3,,1,2,2,2,23,11,2 4,,0,0,0,,,,,,uuid:f2271b5a-3afb-41a6-be1a-637575d9bac3,uuid:f2271b5a-3afb-41a6-be1a-637575d9bac3,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-21T13:05:17.118Z,2023-08-21T11:23:44.268+03:00,,21/08/2023,1,OK,1,,2,3,1,0,,21,11,1,18,7,1,22,9,1,,,1,5,,1,5,1,1,1,4,3,2,4,3,4,4,3,2,1,2,2,2,2,2,,1,2,3,2,20,7,2 8 7,,0,0,0,,,,,,uuid:c45f5a68-6c48-4ed9-83a6-feadec31a934,uuid:c45f5a68-6c48-4ed9-83a6-feadec31a934,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-21T13:05:14.155Z,2023-08-21T10:39:55.961+03:00,,21/08/2023,1,OK,1,,2,3,1,0,,23,7,1,28,15,1,25,11,1,,,1,5,,1,5,2,2,1,4,4,5,1,4,1,3,3,2,2,1,4,2,2,5,,1,2,2,3,19,11,4,,0,0,0,,,,,,uuid:d22bdfc3-260a-4419-8d25-c11c626f215e,uuid:d22bdfc3-260a-4419-8d25-c11c626f215e,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-21T13:05:12.020Z,2023-08-21T10:12:54.500+03:00,,21/08/2023,1,OK,1,,2,1,1,0,,22,15,1,22,11,1,26,11,1,,,1,5,,2,5,4,4,2,4,4,4,5,4,5,4,3,1,2,5,2,1,2,4,,1,2,2,3,22,13,10 4,,0,0,0,,,,,,uuid:4d9bb89c-c381-4b82-9e05-d50524f52949,uuid:4d9bb89c-c381-4b82-9e05-d50524f52949,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-21T13:05:08.359Z,2023-08-21T09:41:29.528+03:00,,21/08/2023,1,OK,1,,2,1,1,0,,23,7,1,18,7,1,20,9,1,,,1,5,,4,5,4,4,1,4,5,5,4,5,2,4,4,3,2,5,2,2,4,5,,1,2,2,3,23,11,2 4,,0,0,0,,,,,,uuid:d68df9fd-0022-40b7-88c0-7688e34d2449,uuid:d68df9fd-0022-40b7-88c0-7688e34d2449,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-21T12:59:04.927Z,2023-08-21T13:54:36.557+03:00,,21/08/2023,1,,1,,2,2,1,0,,18,11,1,24,10,1,22,6,0,,,1,5,,2,5,3,1,1,2,4,4,2,4,2,1,3,4,1,4,5,1,5,5,,1,1,1,2,18,7,8 98,Footballer,0,0,0,,,Men should particate in supporting women like cooking and fetching water and house work.,"Good interview,one participants was moving out and in during the interview,he did not cover all the response.",,uuid:07be99ed-09f8-4eaf-86d8-031e0c6e6d8b,uuid:07be99ed-09f8-4eaf-86d8-031e0c6e6d8b,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-21T12:59:03.054Z,2023-08-21T13:20:49.605+03:00,,21/08/2023,1,,1,,2,2,1,0,,15,11,1,24,15,0,24,7,1,,,1,5,,3,2,2,1,1,5,5,4,1,5,1,2,1,4,1,1,5,4,5,5,,1,1,1,3,18,10,7,,0,0,0,,,Hakuna,Good interview,,uuid:ac120ef6-b6e6-421f-85a0-2ebf403758fa,uuid:ac120ef6-b6e6-421f-85a0-2ebf403758fa,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-21T12:59:01.058Z,2023-08-21T12:12:09.745+03:00,,21/08/2023,1,,1,,2,1,1,0,,25,7,0,24,11,1,27,4,1,,,1,5,,1,5,5,5,1,1,5,5,1,5,5,2,1,5,1,4,5,1,5,1,,1,2,1,3,19,4,2,,0,0,0,,,Hakuna,Good interview,,uuid:a39e9397-b5e2-4d02-a74c-c7f2d71fc0ea,uuid:a39e9397-b5e2-4d02-a74c-c7f2d71fc0ea,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-21T12:58:59.182Z,2023-08-21T11:44:59.885+03:00,,21/08/2023,1,,1,,2,1,1,0,,23,7,0,24,6,1,19,9,1,,,1,5,,1,5,1,2,1,3,5,5,5,3,5,3,4,4,2,1,5,5,3,4,,1,2,1,3,19,10,,,,,,,,Ha kuna,Good interview,,uuid:1f0869ab-5c8a-4fe8-ac51-d939585d9bea,uuid:1f0869ab-5c8a-4fe8-ac51-d939585d9bea,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-21T12:58:57.030Z,2023-08-21T10:59:28.653+03:00,,21/08/2023,1,,1,,2,1,1,0,,24,9,0,22,7,1,23,5,1,,,1,5,,1,5,1,1,1,4,4,5,2,5,4,1,4,5,1,4,5,2,5,5,,1,2,1,2,21,11,2,,0,0,0,,,The education should be given to community about rights and community support to women,Interesting interview with multiple response,,uuid:ec6d7852-f385-40e5-871f-7c18ce117722,uuid:ec6d7852-f385-40e5-871f-7c18ce117722,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-21T12:58:54.341Z,2023-08-21T10:00:44.889+03:00,,21/08/2023,1,,1,,1,1,1,0,,23,11,0,22,11,0,18,7,1,,,1,5,,1,5,4,2,1,2,5,5,4,4,1,4,5,4,1,1,2,4,5,5,,1,2,3,1,22,11,0,,0,0,0,,,Hakuna,Good interview with complex contribution,,uuid:3032f2a7-2d46-4046-b9fd-df5764c87462,uuid:3032f2a7-2d46-4046-b9fd-df5764c87462,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-21T12:58:52.429Z,2023-08-19T13:13:06.622+03:00,,19/08/2023,1,,1,,2,1,1,0,,18,9,1,20,0,0,20,7,1,,,1,5,,1,4,1,2,2,4,5,4,2,5,2,2,4,5,1,1,4,2,5,4,,1,1,1,1,18,9,7,,0,0,0,,,Hakuna,Moderate interview,,uuid:e331a8f9-dcf4-46c5-9cb7-93d589452e80,uuid:e331a8f9-dcf4-46c5-9cb7-93d589452e80,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-21T12:58:49.852Z,2023-08-19T12:50:30.180+03:00,,19/08/2023,1,,1,,1,1,1,0,,22,9,1,18,9,1,23,10,1,,,1,5,,1,5,2,1,1,1,5,5,4,4,5,2,1,5,1,1,5,5,5,5,,1,2,3,1,23,9,7,,0,0,0,,,Hapana,Normal interview,,uuid:18776d60-20e8-46eb-9867-58bcac803e15,uuid:18776d60-20e8-46eb-9867-58bcac803e15,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-21T12:58:47.321Z,2023-08-19T11:55:35.442+03:00,,19/08/2023,1,,1,,1,1,1,0,,18,12,1,18,15,1,19,7,1,,,1,5,,2,5,1,2,1,5,5,5,5,5,3,3,4,4,1,1,5,4,2,5,,1,2,3,3,18,15,10,,0,0,0,,,How does this research help the community?,Smooth interview,,uuid:db3bf992-92b7-466d-9d1b-cce8a59e92e8,uuid:db3bf992-92b7-466d-9d1b-cce8a59e92e8,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-21T12:58:40.318Z,2023-08-19T11:30:28.812+03:00,,19/08/2023,1,,1,,1,1,1,0,,19,7,1,23,5,1,21,7,1,,,1,5,,1,5,5,3,4,2,4,3,1,2,4,2,1,3,3,5,3,5,4,3,,1,2,3,1,24,7,2,,0,0,0,,,What happen after this?,Good interview,,uuid:285d09c4-1c1e-43bf-962e-34c368849c4c,uuid:285d09c4-1c1e-43bf-962e-34c368849c4c,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-21T12:58:34.389Z,2023-08-19T10:50:46.099+03:00,,19/08/2023,1,,1,,1,1,1,0,,23,11,1,24,11,1,21,11,1,,,1,5,,2,5,2,1,1,3,5,5,3,5,4,2,5,4,2,4,5,4,3,2,,1,2,1,2,24,11,2,,1,1,2,,,Hakuna,Goodbinterview,,uuid:04dd45ed-e004-4aa4-be85-7ba49a7f6001,uuid:04dd45ed-e004-4aa4-be85-7ba49a7f6001,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-18T16:13:35.841Z,2023-08-18T13:58:59.891+03:00,,18/08/2023,1,,1,,2,1,1,0,,20,11,1,20,7,1,19,11,1,,,1,5,,1,5,3,5,1,1,5,5,3,2,5,1,3,1,2,4,4,5,5,3,,1,2,3,2,25,10,7,,0,1,2,,,Hakuna,Good interview,,uuid:1ac4d00b-0fa6-4243-9030-e20b934f5523,uuid:1ac4d00b-0fa6-4243-9030-e20b934f5523,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-18T16:13:31.602Z,2023-08-18T13:04:09.615+03:00,,18/08/2023,1,,1,,2,1,1,0,,24,6,1,19,9,1,19,10,0,,,1,5,,1,4,4,1,1,2,5,5,2,5,5,4,4,5,1,1,1,1,4,5,,1,2,3,1,22,7,7,,1,0,1,,,Hapana,Good interview,,uuid:a191dd97-2b0a-455e-b15e-cad3ab1062d6,uuid:a191dd97-2b0a-455e-b15e-cad3ab1062d6,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-18T16:13:29.398Z,2023-08-18T12:20:07.897+03:00,,18/08/2023,1,,1,,2,1,1,0,,18,12,0,18,11,0,18,10,0,,,1,5,,1,5,5,5,5,4,5,5,2,1,5,1,5,5,1,5,5,5,2,2,,1,2,1,2,24,11,7 98,Farming,,0,1,,,Why asking women question,Good interview,,uuid:ac4b2f6a-343f-4c2c-8ca2-a448fbe3b633,uuid:ac4b2f6a-343f-4c2c-8ca2-a448fbe3b633,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-18T16:13:25.352Z,2023-08-18T11:27:04.054+03:00,,18/08/2023,1,,1,,2,3,1,0,,19,6,1,19,10,1,20,10,0,,,1,5,,2,5,5,1,2,4,5,4,5,4,3,3,5,2,2,2,3,3,4,3,,1,2,3,3,25,11,8,,0,0,0,,,None,"The interview was quick and smooth,young men had little to say but I had good response from the main respondent.",,uuid:2909170d-379e-444b-b315-c6f5f1737f86,uuid:2909170d-379e-444b-b315-c6f5f1737f86,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-18T16:13:22.035Z,2023-08-18T10:40:13.142+03:00,,18/08/2023,1,,1,,2,1,1,0,,26,11,1,18,11,0,19,11,0,,,1,5,,4,5,5,5,1,5,4,3,1,4,5,5,1,5,3,2,4,1,3,5,,1,2,3,1,29,11,98,Footballer,0,0,1,,,"If you have sex with your wife is like your separated because condom keeps you apart while a husband and wife are counted as one body.And I have never seen a house boy hired to take care of the children therefore ,women and girls are responsible for washing children and feed them.",Very interesting interview,,uuid:aa4f5402-fadd-4ef0-9d9e-747593fdd5c3,uuid:aa4f5402-fadd-4ef0-9d9e-747593fdd5c3,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-18T16:13:18.213Z,2023-08-18T10:02:47.053+03:00,,18/08/2023,1,,1,,1,1,1,0,,23,11,0,30,11,1,25,5,1,,,1,5,,2,2,5,2,2,2,5,4,3,3,2,2,3,4,4,2,3,3,3,3,,1,1,1,3,23,11,2,,0,0,0,,,Hakuna,Good interview.One participants left when three last last question were asked.,,uuid:7ddf5894-90f7-4f72-acac-524e4c688eb0,uuid:7ddf5894-90f7-4f72-acac-524e4c688eb0,21,Tablet 3,2,2,,,collect:bdJSB2Qr9ZA7I3SS,0,205[encrypted:AYmtIFM+]
2023-08-18T16:12:03.097Z,2023-08-18T10:29:43.499+03:00,,18/08/2023,1,OK,1,,2,1,1,0,,19,11,1,28,7,1,23,7,1,,,1,5,,2,5,5,4,2,4,3,2,2,2,5,2,2,1,2,1,5,3,4,2,,1,2,2,3,21,11,2,,0,0,0,,,,,,uuid:4ee80b18-86f1-479e-81b8-a9f168cd3733,uuid:4ee80b18-86f1-479e-81b8-a9f168cd3733,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-18T16:11:54.677Z,2023-08-18T09:54:00.882+03:00,,18/08/2023,1,OK,1,,2,1,1,0,,23,11,1,30,7,1,21,10,1,,,1,5,,2,2,2,2,1,4,5,5,4,3,3,4,4,2,2,2,4,1,2,5,,1,2,2,3,26,7,4,,1,0,1,,,,,,uuid:0f612749-b12a-4c54-880c-3df4436e65aa,uuid:0f612749-b12a-4c54-880c-3df4436e65aa,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-17T16:43:50.642Z,2023-08-17T13:24:01.534+03:00,,17/08/2023,1,OK,1,,2,1,1,0,,30,7,1,25,5,1,22,9,1,,,1,5,,1,5,3,3,2,2,5,5,5,4,5,2,2,1,2,2,2,3,3,2,,1,2,3,1,28,7,2,,1,0,3,,,,,,uuid:28e0776d-dfbe-41de-96cf-d23c9ba370b9,uuid:28e0776d-dfbe-41de-96cf-d23c9ba370b9,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-17T16:43:49.459Z,2023-08-17T11:55:20.111+03:00,,17/08/2023,1,OK,1,,2,1,1,0,,28,10,1,24,7,0,21,7,1,,,1,5,,2,5,2,2,2,2,2,5,5,4,4,4,4,1,2,1,4,1,2,4,,1,2,2,3,27,11,7,,1,0,1,,,,,,uuid:a8caa996-55ab-4613-92b9-e8a48a516d75,uuid:a8caa996-55ab-4613-92b9-e8a48a516d75,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-17T16:43:42.115Z,2023-08-17T10:41:50.114+03:00,,17/08/2023,1,OK,1,,2,3,1,0,,30,7,1,29,7,1,30,7,1,,,1,5,,1,2,2,2,2,4,2,5,3,2,5,2,2,2,2,2,4,3,4,2,,1,2,2,3,30,11,7 8,,1,0,3,,,,,,uuid:ef358572-2a7b-4b6e-be50-c2443dcbdc47,uuid:ef358572-2a7b-4b6e-be50-c2443dcbdc47,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-17T16:43:39.365Z,2023-08-17T09:57:40.024+03:00,,17/08/2023,1,OK,1,,2,3,1,0,,26,11,1,29,7,1,30,7,1,,,1,5,,3,5,4,2,1,4,5,5,4,4,2,4,4,2,1,2,3,2,2,4,,1,2,3,2,27,9,2 4,,1,0,2,,,,,,uuid:f2787077-2309-48b2-8a56-5bde30ccd310,uuid:f2787077-2309-48b2-8a56-5bde30ccd310,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-17T16:43:38.014Z,2023-08-17T09:32:35.968+03:00,,17/08/2023,,OK,1,,1,3,1,0,,19,11,1,19,8,1,21,7,1,,,1,5,,1,5,4,4,2,2,4,4,4,2,2,4,2,2,2,4,4,2,2,2,,1,2,2,3,24,7,4,,1,0,2,,,,,,uuid:c1a11fd1-6ad0-4527-96ba-2a9d5a493482,uuid:c1a11fd1-6ad0-4527-96ba-2a9d5a493482,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:31.272Z,2023-08-16T13:07:06.317+03:00,,16/08/2023,1,OK,1,,2,3,1,0,,28,10,1,23,7,1,28,11,1,,,1,5,,1,5,4,3,1,5,5,5,4,4,2,3,3,4,2,2,2,1,2,4,,1,2,2,3,25,11,4,,1,0,2,,,,,,uuid:88241102-4a51-4123-b01b-dace70a991c3,uuid:88241102-4a51-4123-b01b-dace70a991c3,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:30.055Z,2023-08-16T12:15:06.709+03:00,,16/08/2023,1,OK,1,,2,1,1,0,,21,7,1,19,7,1,21,7,1,,,1,5,,1,5,5,4,1,5,5,5,5,4,2,2,2,1,1,1,5,2,5,5,,1,2,2,3,23,10,2 7,,0,0,1,,,,,,uuid:53dfcf29-b94c-443a-8c2e-72e1548c1532,uuid:53dfcf29-b94c-443a-8c2e-72e1548c1532,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:28.799Z,2023-08-16T11:08:44.489+03:00,,16/08/2023,1,OK,1,,1,1,1,0,,23,4,1,23,11,1,21,,1,,,1,5,,1,5,4,2,1,4,5,5,5,5,3,4,4,2,1,1,2,2,2,5,,1,2,2,3,24,11,2,,0,0,0,,,There has to be community meeting that will a dress issues about Gender and see opinions from both men and women,,,uuid:769d7c8a-db3f-4a93-8e7c-cbda23160ce5,uuid:769d7c8a-db3f-4a93-8e7c-cbda23160ce5,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:26.990Z,2023-08-16T10:43:22.316+03:00,,16/08/2023,1,OK,1,,2,2,1,0,,20,7,1,23,9,1,20,11,1,,,1,5,,2,3,2,2,2,4,4,4,4,3,2,2,3,2,2,4,4,1,3,4,,1,2,2,3,20,11,2,,0,0,0,,,,,,uuid:d9c765a4-6a62-4f32-971d-05cf76217e59,uuid:d9c765a4-6a62-4f32-971d-05cf76217e59,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
2023-08-16T18:00:25.917Z,2023-08-16T10:05:11.662+03:00,,16/08/2023,1,OK,1,,2,1,1,0,,22,7,1,23,7,1,19,11,1,,,1,5,,2,5,4,2,2,4,4,4,4,4,2,2,2,2,2,2,2,3,3,3,,1,2,2,3,19,11,2,,0,0,0,,,,,,uuid:13353cef-99b9-4c8e-865a-4f621b075afc,uuid:13353cef-99b9-4c8e-865a-4f621b075afc,24,Tablet 2,2,2,,,collect:gkAUY0ozb0IEMNAS,0,205[encrypted:AYmtIFM+]
